#RUNNING LEFT
14311	91	634	114	661	0
14312	60	634	83	661	0
14313	31	633	52	660	0

#JUMP WALK RIGHT & LEFT
14417	391	753	414	780	0
14413	30	753	53	780	0

#JUMP RUN RIGHT & LEFT
14427	361	753	384	780	0
14423	61	753	84	780	0

#SIT RIGHT & LEFT 
14521	392	719	413	736	0
14511	32	719	53	736	0

#BRACE RIGHT & LEFT 
14621	425	633	440	662	0
14611	5	633	20	662	0

#KICK RIGHT & LEFT
14641	422	754	443	781	0
14631	1	754	22	781	0

#TRANSFORM EFFECT
110040	527	20	542	35	20
110041	546	22	557	33	20
110042	561	22	572	33	20
110043	567	23	586	32	20


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
################### SMALL #####################
#IDLE 
1100	12121	100
1102	12111	100

#HOLDING IDLE
1110	12224	100
1112	12214	100

#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#HOLDING WALK LEFT & RIGHT
1210	12224	100	12225	100
1211	12214	100	12215	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#HOLDING JUMP
1510	12225	100
1511	12215	100

#JUMP RUN 
1601	12423	100
1600	12427	100

#KICK RIGHT & LEFT
1610	12541	100
1611	12531	100

################# BIG ######################
#IDLE
400	11121	100
401	11111	100

#HOLDING IDLE
410	11141	100
411	11131	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#HOLDING WALK LEFT & RIGHT
510	11141	100	11224	100	11225	100
511	11131	100	11214	100	11215	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#HOLDING JUMP
710	11225	100
711	11215	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#KICK RIGHT & LEFT
1010	11641	100
1011	11631	100

#TRANSFORM
1020	12121	100	11121	100
1021	12111	100	11111	100

#DIE
999	13001	100


################ RACOON ##################
#IDLE
1700	14121	100
1701	14111	100

#HOLDING IDLE
1710	14141	100
1711	14131	100

#WALKING RIGHT & LEFT 
1800	14121	100	14222	100	14223	100
1801	14111	100	14212	100	14213	100

#HOLDING WALK LEFT & RIGHT
1810	14141	100	14224	100	14225	100
1811	14131	100	14214	100	14215	100

#RUNNING RIGHT & LEFT
1900	14321	50	14322	50	14323	50
1901	14311	50	14312	50	14313	50

#JUMP WALK
2000	14417	100
2001	14413	100

#HOLDING JUM RIGHT & LEFT
2010	14225	100
2011	14215	100

#JUMP RUN
2100	14427	100
2101	14423	100

#SIT RIGHT & LEFT 
2200	14521	100
2201	14511	100

#BRACE RIGHT & LEFT 
2300	14621	100
2301	14611	100

#KICK RIGHT & LEFT
2310	14641	100
2311	14631	100

#TRANSFORM
2320	110040	100	110041	100	110042	100	110043	100

